approach,snapshot_index,local_id,observation_id,decision,from_snapshot,from_local_id,from_observation_id,overlap_size,jaccard,prospective_stability,retrospective_stability,candidate_parent_local_ids,candidate_parent_observation_ids
overlap,11,10,OVL-C1111,inherited,10,11,OVL-C1012,25,0.806452,0.862069,0.925926,11,OVL-C1012
overlap,11,11,OVL-C1112,inherited,10,13,OVL-C1014,18,0.562500,0.720000,0.720000,13;1,OVL-C1014;OVL-C1002
overlap,11,12,OVL-C1113,inherited,10,12,OVL-C1013,16,0.571429,0.615385,0.888889,12;0,OVL-C1013;OVL-C1001
overlap,11,13,OVL-C1114,inherited,10,15,OVL-C1016,3,0.750000,1.000000,0.750000,15,OVL-C1016
overlap,12,0,OVL-C1201,inherited,11,0,OVL-C1101,77,0.626016,0.687500,0.875000,0;3;1;8,OVL-C1101;OVL-C1104;OVL-C1102;OVL-C1109
overlap,12,1,OVL-C1202,inherited,11,2,OVL-C1103,72,0.782609,0.911392,0.847059,2;10;9;6;4;3;0,OVL-C1103;OVL-C1111;OVL-C1110;OVL-C1107;OVL-C1105;OVL-C1104;OVL-C1101
overlap,12,2,OVL-C1203,inherited,11,3,OVL-C1104,62,0.659574,0.805195,0.784810,3;0;11;9;7;4,OVL-C1104;OVL-C1101;OVL-C1112;OVL-C1110;OVL-C1108;OVL-C1105
overlap,12,3,OVL-C1204,inherited,11,1,OVL-C1102,62,0.558559,0.645833,0.805195,1;7;6;10;2,OVL-C1102;OVL-C1108;OVL-C1107;OVL-C1111;OVL-C1103
overlap,12,4,OVL-C1205,inherited,11,5,OVL-C1106,49,0.690141,0.942308,0.720588,5;1;0;7;6;3,OVL-C1106;OVL-C1102;OVL-C1101;OVL-C1108;OVL-C1107;OVL-C1104
overlap,12,5,OVL-C1206,inherited,11,7,OVL-C1108,26,0.309524,0.577778,0.400000,7;0;1;3;6;5;11;8,OVL-C1108;OVL-C1101;OVL-C1102;OVL-C1104;OVL-C1107;OVL-C1106;OVL-C1112;OVL-C1109
overlap,12,6,OVL-C1207,inherited,11,6,OVL-C1107,36,0.545455,0.750000,0.666667,6;1;3;2;12,OVL-C1107;OVL-C1102;OVL-C1104;OVL-C1103;OVL-C1113
overlap,12,7,OVL-C1208,inherited,11,9,OVL-C1110,28,0.518519,0.903226,0.549020,9;4;3,OVL-C1110;OVL-C1105;OVL-C1104
overlap,12,8,OVL-C1209,inherited,11,8,OVL-C1109,38,0.826087,0.926829,0.883721,8;6;4;0,OVL-C1109;OVL-C1107;OVL-C1105;OVL-C1101
overlap,12,9,OVL-C1210,inherited,11,4,OVL-C1105,28,0.518519,0.518519,1.000000,4,OVL-C1105
overlap,12,10,OVL-C1211,inherited,11,10,OVL-C1111,24,0.774194,0.888889,0.857143,10;4;1,OVL-C1111;OVL-C1105;OVL-C1102
overlap,12,11,OVL-C1212,inherited,11,11,OVL-C1112,20,0.714286,0.800000,0.869565,11;8,OVL-C1112;OVL-C1109
overlap,12,12,OVL-C1213,inherited,11,12,OVL-C1113,17,0.772727,0.944444,0.809524,12;4;1,OVL-C1113;OVL-C1105;OVL-C1102
overlap,12,13,OVL-C1214,new,,,,,,,,1;0,OVL-C1102;OVL-C1101
overlap,12,14,OVL-C1215,inherited,11,13,OVL-C1114,4,0.800000,1.000000,0.800000,13,OVL-C1114
overlap,13,0,OVL-C1301,inherited,12,4,OVL-C1205,46,0.373984,0.676471,0.455446,4;3;6;2;12;5;1,OVL-C1205;OVL-C1204;OVL-C1207;OVL-C1203;OVL-C1213;OVL-C1206;OVL-C1202
overlap,13,1,OVL-C1302,inherited,12,2,OVL-C1203,66,0.628571,0.835443,0.717391,2;0;3;6;5;4,OVL-C1203;OVL-C1201;OVL-C1204;OVL-C1207;OVL-C1206;OVL-C1205
overlap,13,2,OVL-C1303,inherited,12,1,OVL-C1202,74,0.747475,0.870588,0.840909,1;2;11;4;12;9,OVL-C1202;OVL-C1203;OVL-C1212;OVL-C1205;OVL-C1213;OVL-C1210
overlap,13,3,OVL-C1304,inherited,12,0,OVL-C1201,74,0.778947,0.840909,0.913580,0;4;2;1,OVL-C1201;OVL-C1205;OVL-C1203;OVL-C1202
overlap,13,4,OVL-C1305,inherited,12,5,OVL-C1206,56,0.629213,0.861538,0.700000,5;3;4;0,OVL-C1206;OVL-C1204;OVL-C1205;OVL-C1201
overlap,13,5,OVL-C1306,inherited,12,6,OVL-C1207,42,0.456522,0.777778,0.525000,6;3;5;4;0;10;8;1,OVL-C1207;OVL-C1204;OVL-C1206;OVL-C1205;OVL-C1201;OVL-C1211;OVL-C1209;OVL-C1202
overlap,13,6,OVL-C1307,inherited,12,7,OVL-C1208,51,0.879310,1.000000,0.879310,7;9;8;1,OVL-C1208;OVL-C1210;OVL-C1209;OVL-C1202
overlap,13,7,OVL-C1308,inherited,12,8,OVL-C1209,40,0.851064,0.930233,0.909091,8;10;12,OVL-C1209;OVL-C1211;OVL-C1213
overlap,13,8,OVL-C1309,inherited,12,10,OVL-C1211,25,0.781250,0.892857,0.862069,10;1,OVL-C1211;OVL-C1202
overlap,13,9,OVL-C1310,inherited,12,12,OVL-C1213,18,0.620690,0.857143,0.692308,12;4;5,OVL-C1213;OVL-C1205;OVL-C1206
overlap,13,10,OVL-C1311,inherited,12,9,OVL-C1210,24,0.827586,0.857143,0.960000,9;2,OVL-C1210;OVL-C1203
overlap,13,11,OVL-C1312,inherited,12,13,OVL-C1214,8,0.380952,0.888889,0.400000,13;2;6;5;1,OVL-C1214;OVL-C1203;OVL-C1207;OVL-C1206;OVL-C1202
overlap,13,12,OVL-C1313,inherited,12,11,OVL-C1212,19,0.826087,0.826087,1.000000,11,OVL-C1212
overlap,13,13,OVL-C1314,inherited,12,14,OVL-C1215,4,0.571429,0.800000,0.666667,14,OVL-C1215
overlap,13,14,OVL-C1315,new,,,,,,,,1,OVL-C1202
overlap,14,0,OVL-C1401,inherited,13,0,OVL-C1301,67,0.503759,0.663366,0.676768,0;9;5;2;4,OVL-C1301;OVL-C1310;OVL-C1306;OVL-C1303;OVL-C1305
overlap,14,1,OVL-C1402,inherited,13,2,OVL-C1303,73,0.730000,0.829545,0.858824,2;14;8;0,OVL-C1303;OVL-C1315;OVL-C1309;OVL-C1301
overlap,14,2,OVL-C1403,inherited,13,4,OVL-C1305,65,0.670103,0.812500,0.792683,4;5;3;9,OVL-C1305;OVL-C1306;OVL-C1304;OVL-C1310
overlap,14,3,OVL-C1404,inherited,13,5,OVL-C1306,39,0.317073,0.487500,0.475610,5;12;2;4;7;9;1;0,OVL-C1306;OVL-C1313;OVL-C1303;OVL-C1305;OVL-C1308;OVL-C1310;OVL-C1302;OVL-C1301
overlap,14,4,OVL-C1405,inherited,13,1,OVL-C1302,45,0.401786,0.489130,0.692308,1;5;3;0;4,OVL-C1302;OVL-C1306;OVL-C1304;OVL-C1301;OVL-C1305
overlap,14,5,OVL-C1406,inherited,13,6,OVL-C1307,56,0.903226,0.965517,0.933333,6;1;4;3,OVL-C1307;OVL-C1302;OVL-C1305;OVL-C1304
overlap,14,6,OVL-C1407,new,,,,,,,,3;5;1;11;4,OVL-C1304;OVL-C1306;OVL-C1302;OVL-C1312;OVL-C1305
overlap,14,7,OVL-C1408,inherited,13,8,OVL-C1309,28,0.549020,0.965517,0.560000,8;0,OVL-C1309;OVL-C1301
overlap,14,8,OVL-C1409,inherited,13,3,OVL-C1304,40,0.449438,0.493827,0.833333,3;11;5;7;6,OVL-C1304;OVL-C1312;OVL-C1306;OVL-C1308;OVL-C1307
overlap,14,9,OVL-C1410,inherited,13,7,OVL-C1308,40,0.800000,0.909091,0.869565,7;3;0;4,OVL-C1308;OVL-C1304;OVL-C1301;OVL-C1305
overlap,14,10,OVL-C1411,new,,,,,,,,1;0,OVL-C1302;OVL-C1301
overlap,14,11,OVL-C1412,inherited,13,10,OVL-C1311,24,0.960000,0.960000,1.000000,10,OVL-C1311
overlap,14,12,OVL-C1413,inherited,13,11,OVL-C1312,16,0.666667,0.800000,0.800000,11;1;0,OVL-C1312;OVL-C1302;OVL-C1301
overlap,14,13,OVL-C1414,inherited,13,13,OVL-C1314,5,0.714286,0.833333,0.833333,13,OVL-C1314
overlap,15,0,OVL-C1501,inherited,14,0,OVL-C1401,85,0.440415,0.858586,0.474860,0;3;4;8;6;9;1;12;10;2,OVL-C1401;OVL-C1404;OVL-C1405;OVL-C1409;OVL-C1407;OVL-C1410;OVL-C1402;OVL-C1413;OVL-C1411;OVL-C1403
overlap,15,1,OVL-C1502,inherited,14,1,OVL-C1402,79,0.766990,0.929412,0.814433,1;3;2;0;12;6;4,OVL-C1402;OVL-C1404;OVL-C1403;OVL-C1401;OVL-C1413;OVL-C1407;OVL-C1405
overlap,15,2,OVL-C1503,inherited,14,6,OVL-C1407,28,0.301075,0.528302,0.411765,6;4;13;8;10;9;3,OVL-C1407;OVL-C1405;OVL-C1414;OVL-C1409;OVL-C1411;OVL-C1410;OVL-C1404
overlap,15,3,OVL-C1504,inherited,14,8,OVL-C1409,39,0.513158,0.812500,0.582090,8;2;5;10;7;6;4,OVL-C1409;OVL-C1403;OVL-C1406;OVL-C1411;OVL-C1408;OVL-C1407;OVL-C1405
overlap,15,4,OVL-C1505,inherited,14,2,OVL-C1403,51,0.560440,0.621951,0.850000,2;3;8;4,OVL-C1403;OVL-C1404;OVL-C1409;OVL-C1405
overlap,15,5,OVL-C1506,inherited,14,5,OVL-C1406,56,0.903226,0.933333,0.965517,5;4,OVL-C1406;OVL-C1405
overlap,15,6,OVL-C1507,inherited,14,11,OVL-C1412,23,0.500000,0.958333,0.511111,11;6;3;1,OVL-C1412;OVL-C1407;OVL-C1404;OVL-C1402
overlap,15,7,OVL-C1508,inherited,14,9,OVL-C1410,41,0.836735,0.891304,0.931818,9;0;4,OVL-C1410;OVL-C1401;OVL-C1405
overlap,15,8,OVL-C1509,inherited,14,10,OVL-C1411,36,0.750000,0.818182,0.900000,10;5;0,OVL-C1411;OVL-C1406;OVL-C1401
overlap,15,9,OVL-C1510,inherited,14,7,OVL-C1408,26,0.509804,0.520000,0.962963,7;0,OVL-C1408;OVL-C1401
overlap,15,10,OVL-C1511,new,,,,,,,,3;0,OVL-C1404;OVL-C1401
overlap,15,11,OVL-C1512,new,,,,,,,,7;3,OVL-C1408;OVL-C1404
overlap,15,12,OVL-C1513,inherited,14,12,OVL-C1413,17,0.850000,0.850000,1.000000,12,OVL-C1413
overlap,16,0,OVL-C1601,new,,,,,,,,4;0;3;2;1;9;8;6;5,OVL-C1505;OVL-C1501;OVL-C1504;OVL-C1503;OVL-C1502;OVL-C1510;OVL-C1509;OVL-C1507;OVL-C1506
overlap,16,1,OVL-C1602,new,,,,,,,,0;6;1;4;11;7;3;10;2,OVL-C1501;OVL-C1507;OVL-C1502;OVL-C1505;OVL-C1512;OVL-C1508;OVL-C1504;OVL-C1511;OVL-C1503
overlap,16,2,OVL-C1603,inherited,15,2,OVL-C1503,43,0.355372,0.632353,0.447917,2;3;8;7;5;4;0,OVL-C1503;OVL-C1504;OVL-C1509;OVL-C1508;OVL-C1506;OVL-C1505;OVL-C1501
overlap,16,3,OVL-C1604,inherited,15,0,OVL-C1501,73,0.363184,0.407821,0.768421,0;8;7;6;1;12;10;9;2,OVL-C1501;OVL-C1509;OVL-C1508;OVL-C1507;OVL-C1502;OVL-C1513;OVL-C1511;OVL-C1510;OVL-C1503
overlap,16,4,OVL-C1605,inherited,15,5,OVL-C1506,52,0.520000,0.896552,0.553191,5;6;8;3;0;4,OVL-C1506;OVL-C1507;OVL-C1509;OVL-C1504;OVL-C1501;OVL-C1505
overlap,16,5,OVL-C1606,inherited,15,1,OVL-C1502,72,0.626087,0.742268,0.800000,1;0;4;12;7,OVL-C1502;OVL-C1501;OVL-C1505;OVL-C1513;OVL-C1508
overlap,16,6,OVL-C1607,inherited,15,9,OVL-C1510,24,0.444444,0.888889,0.470588,9;11;0;3;1,OVL-C1510;OVL-C1512;OVL-C1501;OVL-C1504;OVL-C1502
overlap,16,7,OVL-C1608,inherited,15,7,OVL-C1508,37,0.711538,0.840909,0.822222,7;1;0;3;2,OVL-C1508;OVL-C1502;OVL-C1501;OVL-C1504;OVL-C1503
overlap,16,8,OVL-C1609,inherited,15,8,OVL-C1509,30,0.612245,0.750000,0.769231,8;2;4;3;0,OVL-C1509;OVL-C1503;OVL-C1505;OVL-C1504;OVL-C1501
overlap,16,9,OVL-C1610,inherited,15,10,OVL-C1511,20,0.769231,0.909091,0.833333,10;0,OVL-C1511;OVL-C1501
overlap,16,10,OVL-C1611,inherited,15,12,OVL-C1513,13,0.722222,0.764706,0.928571,12;0,OVL-C1513;OVL-C1501
overlap,17,0,OVL-C1701,inherited,16,0,OVL-C1601,117,0.754839,0.943548,0.790541,0;5;2;1;7;6;9;8;4,OVL-C1601;OVL-C1606;OVL-C1603;OVL-C1602;OVL-C1608;OVL-C1607;OVL-C1610;OVL-C1609;OVL-C1605
overlap,17,1,OVL-C1702,inherited,16,2,OVL-C1603,86,0.796296,0.895833,0.877551,2;1;7;0,OVL-C1603;OVL-C1602;OVL-C1608;OVL-C1601
overlap,17,2,OVL-C1703,inherited,16,5,OVL-C1606,82,0.780952,0.911111,0.845361,5;1;3;0,OVL-C1606;OVL-C1602;OVL-C1604;OVL-C1601
overlap,17,3,OVL-C1704,inherited,16,1,OVL-C1602,77,0.693694,0.733333,0.927711,1;3;5;0,OVL-C1602;OVL-C1604;OVL-C1606;OVL-C1601
overlap,17,4,OVL-C1705,inherited,16,3,OVL-C1604,70,0.714286,0.736842,0.958904,3,OVL-C1604
overlap,17,5,OVL-C1706,inherited,16,4,OVL-C1605,58,0.574257,0.617021,0.892308,4;5;2;0,OVL-C1605;OVL-C1606;OVL-C1603;OVL-C1601
overlap,17,6,OVL-C1707,inherited,16,6,OVL-C1607,49,0.924528,0.960784,0.960784,6;0,OVL-C1607;OVL-C1601
overlap,17,7,OVL-C1708,inherited,16,7,OVL-C1608,41,0.788462,0.911111,0.854167,7;1;3,OVL-C1608;OVL-C1602;OVL-C1604
overlap,17,8,OVL-C1709,inherited,16,8,OVL-C1609,35,0.833333,0.897436,0.921053,8;3;0,OVL-C1609;OVL-C1604;OVL-C1601
overlap,17,9,OVL-C1710,new,,,,,,,,4;1,OVL-C1605;OVL-C1602
overlap,17,10,OVL-C1711,inherited,16,9,OVL-C1610,22,0.785714,0.916667,0.846154,9;1;5,OVL-C1610;OVL-C1602;OVL-C1606
overlap,17,11,OVL-C1712,new,,,,,,,,3;1;9;8,OVL-C1604;OVL-C1602;OVL-C1610;OVL-C1609
overlap,17,12,OVL-C1713,inherited,16,10,OVL-C1611,14,0.736842,1.000000,0.736842,10;8;4;3;1,OVL-C1611;OVL-C1609;OVL-C1605;OVL-C1604;OVL-C1602
overlap,17,13,OVL-C1714,new,,,,,,,,,
overlap,18,0,OVL-C1801,inherited,17,2,OVL-C1703,85,0.732759,0.876289,0.817308,2;10;3;1;9;6;0,OVL-C1703;OVL-C1711;OVL-C1704;OVL-C1702;OVL-C1710;OVL-C1707;OVL-C1701
overlap,18,1,OVL-C1802,inherited,17,3,OVL-C1704,68,0.647619,0.819277,0.755556,3;9;11;1;12;10;8;7;2;0,OVL-C1704;OVL-C1710;OVL-C1712;OVL-C1702;OVL-C1713;OVL-C1711;OVL-C1709;OVL-C1708;OVL-C1703;OVL-C1701
overlap,18,2,OVL-C1803,inherited,17,1,OVL-C1702,77,0.719626,0.785714,0.895349,1;7;8;9;0,OVL-C1702;OVL-C1708;OVL-C1709;OVL-C1710;OVL-C1701
overlap,18,3,OVL-C1804,inherited,17,5,OVL-C1706,63,0.768293,0.969231,0.787500,5;3;9;4;2;0;12,OVL-C1706;OVL-C1704;OVL-C1710;OVL-C1705;OVL-C1703;OVL-C1701;OVL-C1713
overlap,18,4,OVL-C1805,inherited,17,4,OVL-C1705,64,0.790123,0.876712,0.888889,4;13;9;7;0,OVL-C1705;OVL-C1714;OVL-C1710;OVL-C1708;OVL-C1701
overlap,18,5,OVL-C1806,new,,,,,,,,0;8;1;7,OVL-C1701;OVL-C1709;OVL-C1702;OVL-C1708
overlap,18,6,OVL-C1807,inherited,17,0,OVL-C1701,67,0.443709,0.452703,0.957143,0;8;3,OVL-C1701;OVL-C1709;OVL-C1704
overlap,18,7,OVL-C1808,inherited,17,7,OVL-C1708,40,0.769231,0.833333,0.909091,7;4;3;2,OVL-C1708;OVL-C1705;OVL-C1704;OVL-C1703
overlap,18,8,OVL-C1809,inherited,17,8,OVL-C1709,31,0.775000,0.815789,0.939394,8;7,OVL-C1709;OVL-C1708
overlap,18,9,OVL-C1810,inherited,17,6,OVL-C1707,27,0.500000,0.529412,0.900000,6;0,OVL-C1707;OVL-C1701
overlap,18,10,OVL-C1811,inherited,17,11,OVL-C1712,18,0.580645,0.857143,0.642857,11;8;3;1;0;4,OVL-C1712;OVL-C1709;OVL-C1704;OVL-C1702;OVL-C1701;OVL-C1705
overlap,18,11,OVL-C1812,inherited,17,9,OVL-C1710,25,0.657895,0.657895,1.000000,9,OVL-C1710
overlap,18,12,OVL-C1813,inherited,17,10,OVL-C1711,23,0.851852,0.884615,0.958333,10,OVL-C1711
overlap,18,13,OVL-C1814,new,,,,,,,,6;0,OVL-C1707;OVL-C1701
overlap,18,14,OVL-C1815,inherited,17,12,OVL-C1713,17,0.850000,0.894737,0.944444,12;1,OVL-C1713;OVL-C1702
overlap,18,15,OVL-C1816,new,,,,,,,,1,OVL-C1702
overlap,19,0,OVL-C1901,inherited,18,1,OVL-C1802,59,0.475806,0.655556,0.634409,1;14;3;4;0;13;10;9;5,OVL-C1802;OVL-C1815;OVL-C1804;OVL-C1805;OVL-C1801;OVL-C1814;OVL-C1811;OVL-C1810;OVL-C1806
overlap,19,1,OVL-C1902,inherited,18,4,OVL-C1805,58,0.568627,0.805556,0.659091,4;10;5;3;8;7;1;0,OVL-C1805;OVL-C1811;OVL-C1806;OVL-C1804;OVL-C1809;OVL-C1808;OVL-C1802;OVL-C1801
overlap,19,2,OVL-C1903,inherited,18,6,OVL-C1807,68,0.809524,0.971429,0.829268,6;5;10;3;2;1,OVL-C1807;OVL-C1806;OVL-C1811;OVL-C1804;OVL-C1803;OVL-C1802
overlap,19,3,OVL-C1904,inherited,18,2,OVL-C1803,71,0.755319,0.825581,0.898734,2;7;5;3;1,OVL-C1803;OVL-C1808;OVL-C1806;OVL-C1804;OVL-C1802
overlap,19,4,OVL-C1905,inherited,18,0,OVL-C1801,58,0.522523,0.557692,0.892308,0;1;12,OVL-C1801;OVL-C1802;OVL-C1813
overlap,19,5,OVL-C1906,inherited,18,5,OVL-C1806,49,0.590361,0.690141,0.803279,5;2;1;11;3;0,OVL-C1806;OVL-C1803;OVL-C1802;OVL-C1812;OVL-C1804;OVL-C1801
overlap,19,6,OVL-C1907,inherited,18,3,OVL-C1804,37,0.385417,0.462500,0.698113,3;0;1;13;5;4,OVL-C1804;OVL-C1801;OVL-C1802;OVL-C1814;OVL-C1806;OVL-C1805
overlap,19,7,OVL-C1908,inherited,18,7,OVL-C1808,40,0.784314,0.909091,0.851064,7;2,OVL-C1808;OVL-C1803
overlap,19,8,OVL-C1909,new,,,,,,,,3;4,OVL-C1804;OVL-C1805
overlap,19,9,OVL-C1910,inherited,18,8,OVL-C1809,32,0.914286,0.969697,0.941176,8;7,OVL-C1809;OVL-C1808
overlap,19,10,OVL-C1911,new,,,,,,,,0;10,OVL-C1801;OVL-C1811
overlap,19,11,OVL-C1912,inherited,18,9,OVL-C1810,29,0.935484,0.966667,0.966667,9;0,OVL-C1810;OVL-C1801
overlap,19,12,OVL-C1913,inherited,18,11,OVL-C1812,23,0.821429,0.920000,0.884615,11;2;3,OVL-C1812;OVL-C1803;OVL-C1804
overlap,19,13,OVL-C1914,inherited,18,12,OVL-C1813,21,0.840000,0.875000,0.954545,12;4,OVL-C1813;OVL-C1805
overlap,19,14,OVL-C1915,new,,,,,,,,1;5,OVL-C1802;OVL-C1806
overlap,19,15,OVL-C1916,inherited,18,13,OVL-C1814,19,0.904762,0.904762,1.000000,13,OVL-C1814
overlap,19,16,OVL-C1917,new,,,,,,,,14,OVL-C1815
overlap,19,17,OVL-C1918,inherited,18,15,OVL-C1816,4,1.000000,1.000000,1.000000,15,OVL-C1816
