approach,event_id,event_type,from_snapshot,to_snapshot,source_local_ids,source_observation_ids,target_local_ids,target_observation_ids,source_count,target_count,overlap_sizes,jaccard_scores,prospective_stabilities,retrospective_stabilities,relation_qualifiers
overlap,OVL-E0181,merge,12,13,4;3,OVL-C1205;OVL-C1204,0,OVL-C1301,2,1,46;43,0.373984;0.318519,0.676471;0.558442,0.455446;0.425743,both;both
overlap,OVL-E0182,continuation,12,13,2,OVL-C1203,1,OVL-C1302,1,1,66,0.628571,0.835443,0.717391,both
overlap,OVL-E0183,continuation,12,13,0,OVL-C1201,3,OVL-C1304,1,1,74,0.778947,0.840909,0.913580,both
overlap,OVL-E0184,continuation,12,13,5,OVL-C1206,4,OVL-C1305,1,1,56,0.629213,0.861538,0.700000,both
overlap,OVL-E0185,continuation,12,13,6,OVL-C1207,5,OVL-C1306,1,1,42,0.456522,0.777778,0.525000,both
overlap,OVL-E0186,continuation,12,13,7,OVL-C1208,6,OVL-C1307,1,1,51,0.879310,1.000000,0.879310,both
overlap,OVL-E0187,continuation,12,13,8,OVL-C1209,7,OVL-C1308,1,1,40,0.851064,0.930233,0.909091,both
overlap,OVL-E0188,continuation,12,13,10,OVL-C1211,8,OVL-C1309,1,1,25,0.781250,0.892857,0.862069,both
overlap,OVL-E0189,continuation,12,13,12,OVL-C1213,9,OVL-C1310,1,1,18,0.620690,0.857143,0.692308,both
overlap,OVL-E0190,continuation,12,13,9,OVL-C1210,10,OVL-C1311,1,1,24,0.827586,0.857143,0.960000,both
