from_snapshot,to_snapshot,source_observation_id,target_observation_id,source_identity_group,target_identity_group,overlap_size,source_overlap_pct,target_overlap_pct,jaccard
8,9,CUM-C0802,CUM-C0907,c03,c07,3,0.024000,0.048387,0.016304
8,9,CUM-C0803,CUM-C0902,c02,c02,112,0.991150,0.896000,0.888889
8,9,CUM-C0803,CUM-C0906,c02,c06,1,0.008850,0.013158,0.005319
8,9,CUM-C0804,CUM-C0904,c04,c05,7,0.082353,0.084337,0.043478
8,9,CUM-C0804,CUM-C0905,c04,c04,78,0.917647,0.962963,0.886364
8,9,CUM-C0805,CUM-C0902,c05,c02,1,0.013889,0.008000,0.005102
8,9,CUM-C0805,CUM-C0904,c05,c05,70,0.972222,0.843373,0.823529
8,9,CUM-C0805,CUM-C0908,c05,c08,1,0.013889,0.016667,0.007634
8,9,CUM-C0806,CUM-C0903,c06,c03,1,0.014085,0.008696,0.005405
8,9,CUM-C0806,CUM-C0906,c06,c06,70,0.985915,0.921053,0.909091
8,9,CUM-C0807,CUM-C0901,dead-CUM-C0007,c01,47,0.712121,0.235000,0.214612
8,9,CUM-C0807,CUM-C0911,dead-CUM-C0007,c12,5,0.075758,0.166667,0.054945
8,9,CUM-C0807,CUM-C0914,dead-CUM-C0007,c13,14,0.212121,1.000000,0.212121
8,9,CUM-C0808,CUM-C0904,c07,c05,4,0.065574,0.048193,0.028571
8,9,CUM-C0808,CUM-C0907,c07,c07,52,0.852459,0.838710,0.732394
8,9,CUM-C0808,CUM-C0908,c07,c08,5,0.081967,0.083333,0.043103
8,9,CUM-C0809,CUM-C0909,c09,c09,33,0.568966,1.000000,0.568966
8,9,CUM-C0809,CUM-C0911,c09,c12,25,0.431034,0.833333,0.396825
8,9,CUM-C0810,CUM-C0901,c08,c01,1,0.017857,0.005000,0.003922
8,9,CUM-C0810,CUM-C0906,c08,c06,1,0.017857,0.013158,0.007634
8,9,CUM-C0810,CUM-C0908,c08,c08,54,0.964286,0.900000,0.870968
8,9,CUM-C0811,CUM-C0907,c11,c07,5,0.161290,0.080645,0.056818
8,9,CUM-C0811,CUM-C0913,c11,c11,26,0.838710,0.928571,0.787879
8,9,CUM-C0812,CUM-C0912,c10,c10,30,1.000000,1.000000,1.000000
8,9,CUM-C0813,CUM-C0915,c14,c14,10,1.000000,1.000000,1.000000
9,10,CUM-C0901,CUM-C1001,c01,c01,194,0.970000,0.815126,0.795082
9,10,CUM-C0901,CUM-C1004,c01,c04,4,0.020000,0.047059,0.014235
9,10,CUM-C0901,CUM-C1008,c01,c08,1,0.005000,0.017857,0.003922
9,10,CUM-C0901,CUM-C1015,c01,c15,1,0.005000,0.333333,0.004950
9,10,CUM-C0902,CUM-C1001,c02,c01,5,0.040000,0.021008,0.013966
9,10,CUM-C0902,CUM-C1002,c02,c02,119,0.952000,0.975410,0.929688
9,10,CUM-C0902,CUM-C1006,c02,c06,1,0.008000,0.013158,0.005000
9,10,CUM-C0903,CUM-C1003,c03,c03,115,1.000000,0.974576,0.974576
9,10,CUM-C0904,CUM-C1005,c05,c05,79,0.951807,0.987500,0.940476
9,10,CUM-C0904,CUM-C1007,c05,c07,4,0.048193,0.057971,0.027027
9,10,CUM-C0905,CUM-C1004,c04,c04,81,1.000000,0.952941,0.952941
9,10,CUM-C0906,CUM-C1001,c06,c01,1,0.013158,0.004202,0.003195
9,10,CUM-C0906,CUM-C1006,c06,c06,75,0.986842,0.986842,0.974026
9,10,CUM-C0907,CUM-C1001,c07,c01,1,0.016129,0.004202,0.003344
9,10,CUM-C0907,CUM-C1003,c07,c03,1,0.016129,0.008475,0.005587
9,10,CUM-C0907,CUM-C1007,c07,c07,60,0.967742,0.869565,0.845070
9,10,CUM-C0908,CUM-C1005,c08,c05,1,0.016667,0.012500,0.007194
9,10,CUM-C0908,CUM-C1007,c08,c07,5,0.083333,0.072464,0.040323
9,10,CUM-C0908,CUM-C1008,c08,c08,54,0.900000,0.964286,0.870968
9,10,CUM-C0909,CUM-C1009,c09,c09,33,1.000000,1.000000,1.000000
9,10,CUM-C0910,CUM-C1001,dead-CUM-C0910,c01,28,0.933333,0.117647,0.116667
9,10,CUM-C0910,CUM-C1015,dead-CUM-C0910,c15,2,0.066667,0.666667,0.064516
9,10,CUM-C0911,CUM-C1001,c12,c01,6,0.200000,0.025210,0.022901
9,10,CUM-C0911,CUM-C1012,c12,c12,24,0.800000,1.000000,0.800000
9,10,CUM-C0912,CUM-C1010,c10,c10,30,1.000000,1.000000,1.000000
9,10,CUM-C0913,CUM-C1011,c11,c11,28,1.000000,1.000000,1.000000
9,10,CUM-C0914,CUM-C1013,c13,c13,14,1.000000,1.000000,1.000000
9,10,CUM-C0915,CUM-C1014,c14,c14,10,1.000000,1.000000,1.000000
